ts_name,type,dt,n,freq_multiple
Y2354,Y,0.001,24,41.666666666666664
Y2355,Y,0.001,17,58.8235294117647
Y2356,Y,0.001,19,52.631578947368425
Y2357,Y,0.001,25,40.0
Y2358,Y,0.001,16,62.5
Y2359,Y,0.001,24,41.666666666666664
Y2360,Y,0.001,20,50.0
Y2361,Y,0.001,18,55.55555555555555
Y2362,Y,0.001,28,35.714285714285715
Y2363,Y,0.001,33,30.3030303030303
Y2364,Y,0.001,25,40.0
Y2365,Y,0.001,20,50.0
Y2366,Y,0.001,18,55.55555555555555
Y2367,Y,0.001,22,45.45454545454546
Y2368,Y,0.001,15,66.66666666666667
Y2369,Y,0.001,22,45.45454545454546
Y2370,Y,0.001,27,37.03703703703704
Y2371,Y,0.001,43,23.25581395348837
Y2372,Y,0.001,15,66.66666666666667
Y2373,Y,0.001,33,30.3030303030303
Y2374,Y,0.001,26,38.46153846153846
Y2375,Y,0.001,15,66.66666666666667
Y2376,Y,0.001,15,66.66666666666667
Y2377,Y,0.001,28,35.714285714285715
Y2378,Y,0.001,15,66.66666666666667
Y2379,Y,0.001,15,66.66666666666667
Y2380,Y,0.001,28,35.714285714285715
Y2381,Y,0.001,15,66.66666666666667
Y2382,Y,0.001,26,38.46153846153846
Y2383,Y,0.001,15,66.66666666666667
Y2384,Y,0.001,22,45.45454545454546
Y2385,Y,0.001,26,38.46153846153846
Y2386,Y,0.001,15,66.66666666666667
Y2387,Y,0.001,20,50.0
Y2388,Y,0.001,28,35.714285714285715
Y2389,Y,0.001,22,45.45454545454546
Y2390,Y,0.001,29,34.48275862068965
Y2391,Y,0.001,15,66.66666666666667
Y2392,Y,0.001,29,34.48275862068965
Y2393,Y,0.001,29,34.48275862068965
Y2394,Y,0.001,29,34.48275862068965
Y2395,Y,0.001,26,38.46153846153846
Y2396,Y,0.001,15,66.66666666666667
Y2397,Y,0.001,26,38.46153846153846
Y2398,Y,0.001,20,50.0
Y2399,Y,0.001,15,66.66666666666667
Y2400,Y,0.001,28,35.714285714285715
Y2401,Y,0.001,19,52.631578947368425
Y2402,Y,0.001,29,34.48275862068965
Y2403,Y,0.001,19,52.631578947368425
Y2404,Y,0.001,49,20.408163265306122
Y2405,Y,0.001,49,20.408163265306122
Y2406,Y,0.001,46,21.73913043478261
Y2407,Y,0.001,46,21.73913043478261
Y2408,Y,0.001,46,21.73913043478261
Y2409,Y,0.001,48,20.833333333333332
Y2410,Y,0.001,48,20.833333333333332
Y2411,Y,0.001,42,23.809523809523807
Y2412,Y,0.001,48,20.833333333333332
Y2413,Y,0.001,48,20.833333333333332
Y2414,Y,0.001,47,21.27659574468085
Y2415,Y,0.001,48,20.833333333333332
Y2416,Y,0.001,49,20.408163265306122
Y2417,Y,0.001,48,20.833333333333332
Y2418,Y,0.001,16,62.5
Y2419,Y,0.001,49,20.408163265306122
Y2420,Y,0.001,48,20.833333333333332
Y2421,Y,0.001,29,34.48275862068965
Y2422,Y,0.001,46,21.73913043478261
Y2423,Y,0.001,44,22.72727272727273
Y2424,Y,0.001,17,58.8235294117647
Y2425,Y,0.001,19,52.631578947368425
Y2426,Y,0.001,25,40.0
Y2427,Y,0.001,17,58.8235294117647
Y2428,Y,0.001,31,32.25806451612903
Y2429,Y,0.001,48,20.833333333333332
Y2430,Y,0.001,48,20.833333333333332
Y2431,Y,0.001,48,20.833333333333332
Y2432,Y,0.001,48,20.833333333333332
Y2433,Y,0.001,47,21.27659574468085
Y2434,Y,0.001,49,20.408163265306122
Y2435,Y,0.001,48,20.833333333333332
Y2436,Y,0.001,47,21.27659574468085
Y2437,Y,0.001,43,23.25581395348837
Y2438,Y,0.001,47,21.27659574468085
Y2439,Y,0.001,48,20.833333333333332
Y2440,Y,0.001,26,38.46153846153846
Y2441,Y,0.001,29,34.48275862068965
Y2442,Y,0.001,48,20.833333333333332
Y2443,Y,0.001,46,21.73913043478261
Y2444,Y,0.001,47,21.27659574468085
Y2445,Y,0.001,49,20.408163265306122
Y2446,Y,0.001,49,20.408163265306122
Y2447,Y,0.001,45,22.22222222222222
Y2448,Y,0.001,42,23.809523809523807
Y2449,Y,0.001,42,23.809523809523807
Y2450,Y,0.001,40,25.0
Y2451,Y,0.001,39,25.641025641025642
Y2452,Y,0.001,38,26.315789473684212
Y2453,Y,0.001,15,66.66666666666667
Y2454,Y,0.001,15,66.66666666666667
Y2455,Y,0.001,15,66.66666666666667
Y2456,Y,0.001,15,66.66666666666667
Y2457,Y,0.001,15,66.66666666666667
Y2458,Y,0.001,29,34.48275862068965
Y2459,Y,0.001,46,21.73913043478261
Y2460,Y,0.001,47,21.27659574468085
Y2461,Y,0.001,22,45.45454545454546
Y2462,Y,0.001,48,20.833333333333332
Y2463,Y,0.001,45,22.22222222222222
Y2464,Y,0.001,48,20.833333333333332
Y2465,Y,0.001,48,20.833333333333332
Y2466,Y,0.001,49,20.408163265306122
Y2467,Y,0.001,15,66.66666666666667
Y2468,Y,0.001,48,20.833333333333332
Y2469,Y,0.001,31,32.25806451612903
Y2470,Y,0.001,47,21.27659574468085
Y2471,Y,0.001,15,66.66666666666667
Y2472,Y,0.001,19,52.631578947368425
Y2473,Y,0.001,48,20.833333333333332
Y2474,Y,0.001,48,20.833333333333332
Y2475,Y,0.001,47,21.27659574468085
Y2476,Y,0.001,26,38.46153846153846
Y2477,Y,0.001,18,55.55555555555555
Y2478,Y,0.001,29,34.48275862068965
Y2479,Y,0.001,27,37.03703703703704
Y2480,Y,0.001,15,66.66666666666667
Y2481,Y,0.001,29,34.48275862068965
Y2482,Y,0.001,26,38.46153846153846
Y2483,Y,0.001,26,38.46153846153846
Y2484,Y,0.001,49,20.408163265306122
Y2485,Y,0.001,48,20.833333333333332
Y2486,Y,0.001,31,32.25806451612903
Y2487,Y,0.001,46,21.73913043478261
Y2488,Y,0.001,47,21.27659574468085
Y2489,Y,0.001,48,20.833333333333332
Y2490,Y,0.001,20,50.0
Y2491,Y,0.001,46,21.73913043478261
Y2492,Y,0.001,33,30.3030303030303
Y2493,Y,0.001,48,20.833333333333332
Y2494,Y,0.001,48,20.833333333333332
Y2495,Y,0.001,45,22.22222222222222
Y2496,Y,0.001,49,20.408163265306122
Y2497,Y,0.001,48,20.833333333333332
Y2498,Y,0.001,48,20.833333333333332
Y2499,Y,0.001,47,21.27659574468085
Y2500,Y,0.001,46,21.73913043478261
Y2501,Y,0.001,26,38.46153846153846
Y2502,Y,0.001,15,66.66666666666667
Y2503,Y,0.001,15,66.66666666666667
Y2504,Y,0.001,15,66.66666666666667
Y2505,Y,0.001,17,58.8235294117647
Y2506,Y,0.001,17,58.8235294117647
Y2507,Y,0.001,17,58.8235294117647
Y2508,Y,0.001,17,58.8235294117647
Y2509,Y,0.001,17,58.8235294117647
Y2510,Y,0.001,17,58.8235294117647
Y2511,Y,0.001,17,58.8235294117647
Y2512,Y,0.001,17,58.8235294117647
Y2513,Y,0.001,17,58.8235294117647
Y2514,Y,0.001,19,52.631578947368425
Y2515,Y,0.001,19,52.631578947368425
Y2516,Y,0.001,17,58.8235294117647
Y2517,Y,0.001,17,58.8235294117647
Y2518,Y,0.001,17,58.8235294117647
Y2519,Y,0.001,17,58.8235294117647
Y2520,Y,0.001,17,58.8235294117647
Y2521,Y,0.001,34,29.41176470588235
Y2522,Y,0.001,17,58.8235294117647
Y2523,Y,0.001,17,58.8235294117647
Y2524,Y,0.001,17,58.8235294117647
Y2525,Y,0.001,17,58.8235294117647
Y2526,Y,0.001,17,58.8235294117647
Y2527,Y,0.001,17,58.8235294117647
Y2528,Y,0.001,17,58.8235294117647
Y2529,Y,0.001,17,58.8235294117647
Y2530,Y,0.001,18,55.55555555555555
Y2531,Y,0.001,17,58.8235294117647
Y2532,Y,0.001,17,58.8235294117647
Y2533,Y,0.001,17,58.8235294117647
Y2534,Y,0.001,17,58.8235294117647
Y2535,Y,0.001,17,58.8235294117647
Y2536,Y,0.001,17,58.8235294117647
Y2537,Y,0.001,17,58.8235294117647
Y2538,Y,0.001,33,30.3030303030303
Y2539,Y,0.001,38,26.315789473684212
Y2540,Y,0.001,17,58.8235294117647
Y2541,Y,0.001,38,26.315789473684212
Y2542,Y,0.001,16,62.5
Y2543,Y,0.001,82,12.195121951219512
Y2544,Y,0.001,15,66.66666666666667
Y2545,Y,0.001,31,32.25806451612903
Y2546,Y,0.001,16,62.5
Y2547,Y,0.001,15,66.66666666666667
Y2548,Y,0.001,82,12.195121951219512
Y2549,Y,0.001,182,5.4945054945054945
Y2550,Y,0.001,16,62.5
Y2551,Y,0.001,25,40.0
Y2552,Y,0.001,58,17.241379310344826
Y2553,Y,0.001,26,38.46153846153846
Y2554,Y,0.001,31,32.25806451612903
Y2555,Y,0.001,31,32.25806451612903
Y2556,Y,0.001,28,35.714285714285715
Y2557,Y,0.001,26,38.46153846153846
Y2558,Y,0.001,28,35.714285714285715
Y2559,Y,0.001,28,35.714285714285715
Y2560,Y,0.001,28,35.714285714285715
Y2561,Y,0.001,28,35.714285714285715
Y2562,Y,0.001,28,35.714285714285715
Y2563,Y,0.001,28,35.714285714285715
Y2564,Y,0.001,28,35.714285714285715
Y2565,Y,0.001,26,38.46153846153846
Y2566,Y,0.001,28,35.714285714285715
Y2567,Y,0.001,28,35.714285714285715
Y2568,Y,0.001,28,35.714285714285715
Y2569,Y,0.001,28,35.714285714285715
Y2570,Y,0.001,24,41.666666666666664
Y2571,Y,0.001,34,29.41176470588235
Y2572,Y,0.001,24,41.666666666666664
Y2573,Y,0.001,34,29.41176470588235
Y2574,Y,0.001,34,29.41176470588235
Y2575,Y,0.001,24,41.666666666666664
Y2576,Y,0.001,24,41.666666666666664
Y2577,Y,0.001,24,41.666666666666664
Y2578,Y,0.001,34,29.41176470588235
Y2579,Y,0.001,23,43.47826086956522
Y2580,Y,0.001,23,43.47826086956522
Y2581,Y,0.001,33,30.3030303030303
Y2582,Y,0.001,31,32.25806451612903
Y2583,Y,0.001,34,29.41176470588235
Y2584,Y,0.001,34,29.41176470588235
Y2585,Y,0.001,34,29.41176470588235
Y2586,Y,0.001,33,30.3030303030303
Y2587,Y,0.001,33,30.3030303030303
Y2588,Y,0.001,31,32.25806451612903
Y2589,Y,0.001,19,52.631578947368425
Y2590,Y,0.001,34,29.41176470588235
Y2591,Y,0.001,33,30.3030303030303
Y2592,Y,0.001,34,29.41176470588235
Y2593,Y,0.001,24,41.666666666666664
Y2594,Y,0.001,24,41.666666666666664
Y2595,Y,0.001,34,29.41176470588235
Y2596,Y,0.001,24,41.666666666666664
Y2597,Y,0.001,34,29.41176470588235
Y2598,Y,0.001,34,29.41176470588235
Y2599,Y,0.001,24,41.666666666666664
Y2600,Y,0.001,33,30.3030303030303
Y2601,Y,0.001,34,29.41176470588235
Y2602,Y,0.001,34,29.41176470588235
Y2603,Y,0.001,29,34.48275862068965
Y2604,Y,0.001,24,41.666666666666664
Y2605,Y,0.001,29,34.48275862068965
Y2606,Y,0.001,29,34.48275862068965
Y2607,Y,0.001,24,41.666666666666664
Y2608,Y,0.001,29,34.48275862068965
Y2609,Y,0.001,16,62.5
Y2610,Y,0.001,20,50.0
Y2611,Y,0.001,34,29.41176470588235
Y2612,Y,0.001,29,34.48275862068965
Y2613,Y,0.001,29,34.48275862068965
Y2614,Y,0.001,29,34.48275862068965
Y2615,Y,0.001,29,34.48275862068965
Y2616,Y,0.001,29,34.48275862068965
Y2617,Y,0.001,29,34.48275862068965
Y2618,Y,0.001,29,34.48275862068965
Y2619,Y,0.001,29,34.48275862068965
Y2620,Y,0.001,29,34.48275862068965
Y2621,Y,0.001,29,34.48275862068965
Y2622,Y,0.001,29,34.48275862068965
Y2623,Y,0.001,29,34.48275862068965
Y2624,Y,0.001,29,34.48275862068965
Y2625,Y,0.001,29,34.48275862068965
Y2626,Y,0.001,29,34.48275862068965
Y2627,Y,0.001,29,34.48275862068965
Y2628,Y,0.001,29,34.48275862068965
Y2629,Y,0.001,24,41.666666666666664
Y2630,Y,0.001,33,30.3030303030303
Y2631,Y,0.001,25,40.0
Y2632,Y,0.001,32,31.25
Y2633,Y,0.001,25,40.0
Y2634,Y,0.001,25,40.0
Y2635,Y,0.001,25,40.0
Y2636,Y,0.001,32,31.25
Y2637,Y,0.001,25,40.0
Y2638,Y,0.001,34,29.41176470588235
Y2639,Y,0.001,24,41.666666666666664
Y2640,Y,0.001,24,41.666666666666664
Y2641,Y,0.001,19,52.631578947368425
Y2642,Y,0.001,18,55.55555555555555
Y2643,Y,0.001,16,62.5
Y2644,Y,0.001,24,41.666666666666664
Y2645,Y,0.001,24,41.666666666666664
Y2646,Y,0.001,34,29.41176470588235
Y2647,Y,0.001,33,30.3030303030303
Y2648,Y,0.001,34,29.41176470588235
Y2649,Y,0.001,34,29.41176470588235
Y2650,Y,0.001,34,29.41176470588235
Y2651,Y,0.001,33,30.3030303030303
Y2652,Y,0.001,24,41.666666666666664
Y2653,Y,0.001,18,55.55555555555555
Y2654,Y,0.001,34,29.41176470588235
Y2655,Y,0.001,24,41.666666666666664
Y2656,Y,0.001,34,29.41176470588235
Y2657,Y,0.001,22,45.45454545454546
Y2658,Y,0.001,34,29.41176470588235
Y2659,Y,0.001,24,41.666666666666664
Y2660,Y,0.001,22,45.45454545454546
Y2661,Y,0.001,34,29.41176470588235
Y2662,Y,0.001,22,45.45454545454546
Y2663,Y,0.001,24,41.666666666666664
Y2664,Y,0.001,24,41.666666666666664
Y2665,Y,0.001,24,41.666666666666664
Y2666,Y,0.001,15,66.66666666666667
Y2667,Y,0.001,19,52.631578947368425
Y2668,Y,0.001,34,29.41176470588235
Y2669,Y,0.001,16,62.5
Y2670,Y,0.001,22,45.45454545454546
Y2671,Y,0.001,33,30.3030303030303
Y2672,Y,0.001,34,29.41176470588235
Y2673,Y,0.001,34,29.41176470588235
Y2674,Y,0.001,24,41.666666666666664
Y2675,Y,0.001,34,29.41176470588235
Y2676,Y,0.001,31,32.25806451612903
Y2677,Y,0.001,19,52.631578947368425
Y2678,Y,0.001,19,52.631578947368425
Y2679,Y,0.001,19,52.631578947368425
Y2680,Y,0.001,19,52.631578947368425
Y2681,Y,0.001,19,52.631578947368425
Y2682,Y,0.001,19,52.631578947368425
Y2683,Y,0.001,16,62.5
Y2684,Y,0.001,16,62.5
Y2685,Y,0.001,16,62.5
Y2686,Y,0.001,19,52.631578947368425
Y2687,Y,0.001,19,52.631578947368425
Y2688,Y,0.001,17,58.8235294117647
Y2689,Y,0.001,17,58.8235294117647
Y2690,Y,0.001,34,29.41176470588235
Y2691,Y,0.001,34,29.41176470588235
Y2692,Y,0.001,34,29.41176470588235
Y2693,Y,0.001,33,30.3030303030303
Y2694,Y,0.001,15,66.66666666666667
Y2695,Y,0.001,16,62.5
Y2696,Y,0.001,16,62.5
Y2697,Y,0.001,16,62.5
Y2698,Y,0.001,17,58.8235294117647
Y2699,Y,0.001,24,41.666666666666664
Y2700,Y,0.001,17,58.8235294117647
Y2701,Y,0.001,17,58.8235294117647
Y2702,Y,0.001,34,29.41176470588235
Y2703,Y,0.001,15,66.66666666666667
Y2704,Y,0.001,20,50.0
Y2705,Y,0.001,37,27.027027027027028
Y2706,Y,0.001,22,45.45454545454546
Y2707,Y,0.001,40,25.0
Y2708,Y,0.001,40,25.0
Y2709,Y,0.001,40,25.0
Y2710,Y,0.001,40,25.0
Y2711,Y,0.001,40,25.0
Y2712,Y,0.001,15,66.66666666666667
Y2713,Y,0.001,31,32.25806451612903
Y2714,Y,0.001,15,66.66666666666667
Y2715,Y,0.001,41,24.390243902439025
Y2716,Y,0.001,15,66.66666666666667
Y2717,Y,0.001,40,25.0
Y2718,Y,0.001,40,25.0
Y2719,Y,0.001,40,25.0
Y2720,Y,0.001,34,29.41176470588235
Y2721,Y,0.001,15,66.66666666666667
Y2722,Y,0.001,15,66.66666666666667
Y2723,Y,0.001,32,31.25
Y2724,Y,0.001,32,31.25
Y2725,Y,0.001,34,29.41176470588235
Y2726,Y,0.001,32,31.25
Y2727,Y,0.001,32,31.25
Y2728,Y,0.001,34,29.41176470588235
Y2729,Y,0.001,32,31.25
Y2730,Y,0.001,32,31.25
Y2731,Y,0.001,40,25.0
Y2732,Y,0.001,17,58.8235294117647
Y2733,Y,0.001,242,4.132231404958678
Y2734,Y,0.001,19,52.631578947368425
Y2735,Y,0.001,15,66.66666666666667
Y2736,Y,0.001,44,22.72727272727273
Y2737,Y,0.001,19,52.631578947368425
Y2738,Y,0.001,19,52.631578947368425
Y2739,Y,0.001,35,28.57142857142857
Y2740,Y,0.001,15,66.66666666666667
Y2741,Y,0.001,15,66.66666666666667
Y2742,Y,0.001,40,25.0
Y2743,Y,0.001,41,24.390243902439025
Y2744,Y,0.001,40,25.0
Y2745,Y,0.001,40,25.0
Y2746,Y,0.001,40,25.0
Y2747,Y,0.001,40,25.0
Y2748,Y,0.001,40,25.0
Y2749,Y,0.001,41,24.390243902439025
Y2750,Y,0.001,41,24.390243902439025
Y2751,Y,0.001,19,52.631578947368425
Y2752,Y,0.001,19,52.631578947368425
Y2753,Y,0.001,19,52.631578947368425
Y2754,Y,0.001,40,25.0
Y2755,Y,0.001,36,27.777777777777775
Y2756,Y,0.001,51,19.6078431372549
Y2757,Y,0.001,40,25.0
Y2758,Y,0.001,16,62.5
Y2759,Y,0.001,35,28.57142857142857
Y2760,Y,0.001,34,29.41176470588235
Y2761,Y,0.001,15,66.66666666666667
Y2762,Y,0.001,41,24.390243902439025
Y2763,Y,0.001,41,24.390243902439025
Y2764,Y,0.001,41,24.390243902439025
Y2765,Y,0.001,16,62.5
Y2766,Y,0.001,40,25.0
Y2767,Y,0.001,31,32.25806451612903
Y2768,Y,0.001,41,24.390243902439025
Y2769,Y,0.001,50,20.0
Y2770,Y,0.001,40,25.0
Y2771,Y,0.001,19,52.631578947368425
Y2772,Y,0.001,39,25.641025641025642
Y2773,Y,0.001,39,25.641025641025642
Y2774,Y,0.001,40,25.0
Y2775,Y,0.001,50,20.0
Y2776,Y,0.001,40,25.0
Y2777,Y,0.001,18,55.55555555555555
Y2778,Y,0.001,24,41.666666666666664
Y2779,Y,0.001,41,24.390243902439025
Y2780,Y,0.001,30,33.333333333333336
Y2781,Y,0.001,16,62.5
Y2782,Y,0.001,21,47.61904761904761
Y2783,Y,0.001,16,62.5
Y2784,Y,0.001,40,25.0
Y2785,Y,0.001,23,43.47826086956522
Y2786,Y,0.001,40,25.0
Y2787,Y,0.001,16,62.5
Y2788,Y,0.001,18,55.55555555555555
Y2789,Y,0.001,18,55.55555555555555
Y2790,Y,0.001,25,40.0
Y2791,Y,0.001,23,43.47826086956522
Y2792,Y,0.001,41,24.390243902439025
Y2793,Y,0.001,40,25.0
Y2794,Y,0.001,40,25.0
Y2795,Y,0.001,17,58.8235294117647
Y2796,Y,0.001,17,58.8235294117647
Y2797,Y,0.001,24,41.666666666666664
Y2798,Y,0.001,30,33.333333333333336
Y2799,Y,0.001,21,47.61904761904761
Y2800,Y,0.001,16,62.5
Y2801,Y,0.001,20,50.0
Y2802,Y,0.001,37,27.027027027027028
Y2803,Y,0.001,41,24.390243902439025
Y2804,Y,0.001,40,25.0
Y2805,Y,0.001,19,52.631578947368425
Y2806,Y,0.001,31,32.25806451612903
Y2807,Y,0.001,41,24.390243902439025
Y2808,Y,0.001,17,58.8235294117647
Y2809,Y,0.001,39,25.641025641025642
Y2810,Y,0.001,39,25.641025641025642
Y2811,Y,0.001,39,25.641025641025642
Y2812,Y,0.001,17,58.8235294117647
Y2813,Y,0.001,15,66.66666666666667
Y2814,Y,0.001,40,25.0
Y2815,Y,0.001,15,66.66666666666667
Y2816,Y,0.001,39,25.641025641025642
Y2817,Y,0.001,20,50.0
Y2818,Y,0.001,15,66.66666666666667
Y2819,Y,0.001,16,62.5
Y2820,Y,0.001,16,62.5
Y2821,Y,0.001,39,25.641025641025642
Y2822,Y,0.001,19,52.631578947368425
Y2823,Y,0.001,17,58.8235294117647
Y2824,Y,0.001,17,58.8235294117647
Y2825,Y,0.001,17,58.8235294117647
Y2826,Y,0.001,17,58.8235294117647
Y2827,Y,0.001,17,58.8235294117647
Y2828,Y,0.001,17,58.8235294117647
Y2829,Y,0.001,39,25.641025641025642
Y2830,Y,0.001,39,25.641025641025642
Y2831,Y,0.001,39,25.641025641025642
Y2832,Y,0.001,39,25.641025641025642
Y2833,Y,0.001,39,25.641025641025642
Y2834,Y,0.001,17,58.8235294117647
Y2835,Y,0.001,19,52.631578947368425
Y2836,Y,0.001,29,34.48275862068965
Y2837,Y,0.001,17,58.8235294117647
Y2838,Y,0.001,17,58.8235294117647
Y2839,Y,0.001,37,27.027027027027028
Y2840,Y,0.001,19,52.631578947368425
Y2841,Y,0.001,23,43.47826086956522
Y2842,Y,0.001,38,26.315789473684212
Y2843,Y,0.001,17,58.8235294117647
Y2844,Y,0.001,23,43.47826086956522
Y2845,Y,0.001,37,27.027027027027028
Y2846,Y,0.001,27,37.03703703703704
Y2847,Y,0.001,15,66.66666666666667
Y2848,Y,0.001,24,41.666666666666664
Y2849,Y,0.001,20,50.0
Y2850,Y,0.001,15,66.66666666666667
Y2851,Y,0.001,15,66.66666666666667
Y2852,Y,0.001,15,66.66666666666667
Y2853,Y,0.001,15,66.66666666666667
Y2854,Y,0.001,15,66.66666666666667
Y2855,Y,0.001,15,66.66666666666667
Y2856,Y,0.001,21,47.61904761904761
Y2857,Y,0.001,21,47.61904761904761
Y2858,Y,0.001,15,66.66666666666667
Y2859,Y,0.001,15,66.66666666666667
Y2860,Y,0.001,40,25.0
Y2861,Y,0.001,15,66.66666666666667
Y2862,Y,0.001,20,50.0
Y2863,Y,0.001,15,66.66666666666667
Y2864,Y,0.001,15,66.66666666666667
Y2865,Y,0.001,15,66.66666666666667
Y2866,Y,0.001,16,62.5
Y2867,Y,0.001,16,62.5
Y2868,Y,0.001,38,26.315789473684212
Y2869,Y,0.001,15,66.66666666666667
Y2870,Y,0.001,29,34.48275862068965
Y2871,Y,0.001,15,66.66666666666667
Y2872,Y,0.001,15,66.66666666666667
Y2873,Y,0.001,15,66.66666666666667
Y2874,Y,0.001,35,28.57142857142857
Y2875,Y,0.001,35,28.57142857142857
Y2876,Y,0.001,15,66.66666666666667
Y2877,Y,0.001,15,66.66666666666667
Y2878,Y,0.001,15,66.66666666666667
Y2879,Y,0.001,15,66.66666666666667
Y2880,Y,0.001,31,32.25806451612903
Y2881,Y,0.001,18,55.55555555555555
Y2882,Y,0.001,27,37.03703703703704
Y2883,Y,0.001,18,55.55555555555555
Y2884,Y,0.001,38,26.315789473684212
Y2885,Y,0.001,38,26.315789473684212
Y2886,Y,0.001,38,26.315789473684212
Y2887,Y,0.001,22,45.45454545454546
Y2888,Y,0.001,22,45.45454545454546
Y2889,Y,0.001,38,26.315789473684212
Y2890,Y,0.001,23,43.47826086956522
Y2891,Y,0.001,28,35.714285714285715
Y2892,Y,0.001,19,52.631578947368425
Y2893,Y,0.001,28,35.714285714285715
Y2894,Y,0.001,28,35.714285714285715
Y2895,Y,0.001,20,50.0
Y2896,Y,0.001,28,35.714285714285715
Y2897,Y,0.001,28,35.714285714285715
Y2898,Y,0.001,15,66.66666666666667
Y2899,Y,0.001,28,35.714285714285715
Y2900,Y,0.001,28,35.714285714285715
Y2901,Y,0.001,29,34.48275862068965
Y2902,Y,0.001,25,40.0
Y2903,Y,0.001,29,34.48275862068965
Y2904,Y,0.001,28,35.714285714285715
Y2905,Y,0.001,28,35.714285714285715
Y2906,Y,0.001,28,35.714285714285715
Y2907,Y,0.001,29,34.48275862068965
Y2908,Y,0.001,28,35.714285714285715
Y2909,Y,0.001,29,34.48275862068965
Y2910,Y,0.001,28,35.714285714285715
Y2911,Y,0.001,18,55.55555555555555
Y2912,Y,0.001,20,50.0
Y2913,Y,0.001,28,35.714285714285715
Y2914,Y,0.001,28,35.714285714285715
Y2915,Y,0.001,19,52.631578947368425
Y2916,Y,0.001,20,50.0
Y2917,Y,0.001,28,35.714285714285715
Y2918,Y,0.001,15,66.66666666666667
Y2919,Y,0.001,22,45.45454545454546
Y2920,Y,0.001,22,45.45454545454546
Y2921,Y,0.001,28,35.714285714285715
Y2922,Y,0.001,27,37.03703703703704
Y2923,Y,0.001,29,34.48275862068965
Y2924,Y,0.001,28,35.714285714285715
Y2925,Y,0.001,28,35.714285714285715
Y2926,Y,0.001,20,50.0
Y2927,Y,0.001,28,35.714285714285715
Y2928,Y,0.001,16,62.5
Y2929,Y,0.001,31,32.25806451612903
Y2930,Y,0.001,40,25.0
Y2931,Y,0.001,37,27.027027027027028
Y2932,Y,0.001,23,43.47826086956522
Y2933,Y,0.001,16,62.5
Y2934,Y,0.001,16,62.5
Y2935,Y,0.001,16,62.5
Y2936,Y,0.001,16,62.5
Y2937,Y,0.001,16,62.5
Y2938,Y,0.001,16,62.5
Y2939,Y,0.001,38,26.315789473684212
Y2940,Y,0.001,41,24.390243902439025
Y2941,Y,0.001,38,26.315789473684212
Y2942,Y,0.001,19,52.631578947368425
Y2943,Y,0.001,19,52.631578947368425
Y2944,Y,0.001,51,19.6078431372549
Y2945,Y,0.001,40,25.0
Y2946,Y,0.001,40,25.0
Y2947,Y,0.001,40,25.0
Y2948,Y,0.001,44,22.72727272727273
Y2949,Y,0.001,60,16.666666666666668
Y2950,Y,0.001,40,25.0
Y2951,Y,0.001,40,25.0
Y2952,Y,0.001,32,31.25
Y2953,Y,0.001,40,25.0
Y2954,Y,0.001,40,25.0
Y2955,Y,0.001,50,20.0
Y2956,Y,0.001,15,66.66666666666667
Y2957,Y,0.001,19,52.631578947368425
Y2958,Y,0.001,20,50.0
Y2959,Y,0.001,15,66.66666666666667
Y2960,Y,0.001,17,58.8235294117647
Y2961,Y,0.001,15,66.66666666666667
Y2962,Y,0.001,41,24.390243902439025
Y2963,Y,0.001,40,25.0
Y2964,Y,0.001,40,25.0
Y2965,Y,0.001,40,25.0
Y2966,Y,0.001,15,66.66666666666667
Y2967,Y,0.001,40,25.0
Y2968,Y,0.001,40,25.0
Y2969,Y,0.001,40,25.0
Y2970,Y,0.001,22,45.45454545454546
Y2971,Y,0.001,22,45.45454545454546
Y2972,Y,0.001,22,45.45454545454546
Y2973,Y,0.001,15,66.66666666666667
Y2974,Y,0.001,15,66.66666666666667
Y2975,Y,0.001,15,66.66666666666667
Y2976,Y,0.001,15,66.66666666666667
Y2977,Y,0.001,15,66.66666666666667
Y2978,Y,0.001,15,66.66666666666667
Y2979,Y,0.001,15,66.66666666666667
Y2980,Y,0.001,15,66.66666666666667
Y2981,Y,0.001,15,66.66666666666667
Y2982,Y,0.001,15,66.66666666666667
Y2983,Y,0.001,15,66.66666666666667
Y2984,Y,0.001,15,66.66666666666667
Y2985,Y,0.001,20,50.0
Y2986,Y,0.001,20,50.0
Y2987,Y,0.001,15,66.66666666666667
Y2988,Y,0.001,15,66.66666666666667
Y2989,Y,0.001,17,58.8235294117647
Y2990,Y,0.001,40,25.0
Y2991,Y,0.001,40,25.0
Y2992,Y,0.001,40,25.0
Y2993,Y,0.001,15,66.66666666666667
Y2994,Y,0.001,15,66.66666666666667
Y2995,Y,0.001,15,66.66666666666667
Y2996,Y,0.001,19,52.631578947368425
Y2997,Y,0.001,39,25.641025641025642
Y2998,Y,0.001,16,62.5
Y2999,Y,0.001,15,66.66666666666667
Y3000,Y,0.001,16,62.5
Y3001,Y,0.001,16,62.5
Y3002,Y,0.001,29,34.48275862068965
Y3003,Y,0.001,40,25.0
Y3004,Y,0.001,15,66.66666666666667
Y3005,Y,0.001,15,66.66666666666667
Y3006,Y,0.001,15,66.66666666666667
Y3007,Y,0.001,15,66.66666666666667
Y3008,Y,0.001,15,66.66666666666667
Y3009,Y,0.001,15,66.66666666666667
Y3010,Y,0.001,15,66.66666666666667
